400	1.5328402	2.90924932e-10
405	1.5320871	1.55070944e-10
410	1.53136347	8.259627e-11
415	1.53066778	4.39877677e-11
420	1.52999857	2.3435903e-11
425	1.5293545	1.24975385e-11
430	1.52873431	6.67351876e-12
435	1.52813681	3.56984266e-12
440	1.5275609	1.91366711e-12
445	1.52700553	1.02837326e-12
450	1.52646971	5.54156039e-13
455	1.52595254	2.99520966e-13
460	1.52545315	1.62420702e-13
465	1.52497071	8.83830237e-14
470	1.52450447	4.82718618e-14
475	1.52405368	2.64662425e-14
480	1.52361768	1.45690277e-14
485	1.52319581	8.0531958e-15
490	1.52278746	4.47051677e-15
495	1.52239205	2.49255606e-15
500	1.52200904	1.3959503e-15
505	1.52163791	7.85357639e-16
510	1.52127816	4.43881688e-16
515	1.52092932	2.5205449e-16
520	1.52059097	1.43803733e-16
525	1.52026267	8.2435002e-17
530	1.51994403	4.74824027e-17
535	1.51963467	2.74817158e-17
540	1.51933423	1.59827972e-17
545	1.51904237	9.3403793e-18
550	1.51875875	5.48506229e-18
555	1.51848308	3.23671351e-18
560	1.51821504	1.91924707e-18
565	1.51795437	1.14355712e-18
570	1.51770079	6.84667828e-19
575	1.51745404	4.1189854e-19
580	1.51721388	2.48989279e-19
585	1.51698007	1.51231277e-19
590	1.51675239	9.22916772e-20
595	1.51653063	5.65889614e-20
600	1.51631458	3.48607363e-20
605	1.51610404	2.15756341e-20
610	1.51589883	1.34152427e-20
615	1.51569877	8.37966273e-21
620	1.51550369	5.25813903e-21
625	1.51531341	3.3143552e-21
630	1.51512779	2.09850956e-21
635	1.51494667	1.33459905e-21
640	1.5147699	8.52513563e-22
645	1.51459735	5.46946386e-22
650	1.51442888	3.52422207e-22
655	1.51426437	2.28054512e-22
660	1.51410368	1.48201503e-22
665	1.51394671	9.6713383e-23
670	1.51379333	6.33755769e-23
675	1.51364345	4.17003713e-23
680	1.51349694	2.75500096e-23
685	1.51335371	1.8274629e-23
690	1.51321367	1.21703058e-23
695	1.51307671	8.13694983e-24
700	1.51294275	5.46147754e-24
705	1.51281171	3.67983384e-24
710	1.51268348	2.48884033e-24
715	1.51255801	1.68965457e-24
720	1.51243519	1.15136297e-24
725	1.51231497	7.87447296e-25
730	1.51219727	5.40514329e-25
735	1.51208202	3.72349769e-25
740	1.51196915	2.57415644e-25
745	1.51185859	1.78583238e-25
750	1.51175028	1.24322701e-25
755	1.51164417	8.68453143e-26
760	1.51154018	6.08710692e-26
765	1.51143828	4.28081623e-26
770	1.51133839	3.02048058e-26
775	1.51124046	2.13816974e-26
780	1.51114445	1.51847625e-26
785	1.51105031	1.08182427e-26
790	1.51095798	7.73164153e-27
795	1.51086743	5.54289333e-27
800	1.5107786	3.98597788e-27
805	1.51069145	2.87508517e-27
810	1.51060593	2.08002285e-27
815	1.51052202	1.50928528e-27
820	1.51043967	1.09836041e-27
825	1.51035883	8.01628872e-28
830	1.51027948	5.86734479e-28
835	1.51020157	4.30660126e-28
840	1.51012507	3.16984269e-28
845	1.51004995	2.33957049e-28
850	1.50997618	1.73147212e-28
855	1.50990371	1.28487703e-28
860	1.50983253	9.56005199e-29
865	1.5097626	7.13177577e-29
870	1.50969389	5.33408751e-29
875	1.50962637	3.99976149e-29
880	1.50956002	3.00681149e-29
885	1.50949481	2.26601762e-29
890	1.50943071	1.71195496e-29
895	1.50936769	1.29652392e-29
900	1.50930574	9.84272198e-30
905	1.50924483	7.490036e-30
910	1.50918494	5.71313222e-30
915	1.50912604	4.36791498e-30
920	1.50906811	3.34712261e-30
925	1.50901113	2.57072006e-30
930	1.50895508	1.97884606e-30
935	1.50889994	1.52662295e-30
940	1.50884569	1.18032816e-30
945	1.50879231	9.14563303e-31
950	1.50873978	7.10155987e-31
955	1.50868809	5.52601208e-31
960	1.50863721	4.30900768e-31
965	1.50858713	3.36697181e-31
970	1.50853783	2.6362587e-31
975	1.5084893	2.0682956e-31
980	1.50844152	1.6259346e-31
985	1.50839448	1.28070589e-31
990	1.50834815	1.01074531e-31
995	1.50830253	7.99227313e-32
1000	1.5082576	6.33177613e-32
