400	1.66214937	0
405	1.66120587	0
410	1.66029667	0
415	1.65942013	0
420	1.65857472	0
425	1.65775896	0
430	1.6569715	0
435	1.65621103	0
440	1.65547634	0
445	1.65476628	0
450	1.65407975	0
455	1.65341573	0
460	1.65277325	0
465	1.65215138	0
470	1.65154925	0
475	1.65096604	0
480	1.65040095	0
485	1.64985326	0
490	1.64932224	0
495	1.64880723	0
500	1.6483076	0
505	1.64782273	0
510	1.64735206	0
515	1.64689502	0
520	1.64645111	0
525	1.64601982	0
530	1.64560068	0
535	1.64519323	0
540	1.64479705	0
545	1.64441172	0
550	1.64403686	0
555	1.64367208	0
560	1.64331703	0
565	1.64297136	0
570	1.64263475	0
575	1.64230688	0
580	1.64198746	0
585	1.64167619	0
590	1.6413728	0
595	1.64107702	0
600	1.64078861	0
605	1.64050732	0
610	1.64023292	0
615	1.63996519	0
620	1.6397039	0
625	1.63944886	0
630	1.63919987	0
635	1.63895674	0
640	1.63871929	0
645	1.63848733	0
650	1.63826071	0
655	1.63803926	0
660	1.63782282	0
665	1.63761124	0
670	1.63740439	0
675	1.63720211	0
680	1.63700428	0
685	1.63681077	0
690	1.63662145	0
695	1.63643619	0
700	1.6362549	0
705	1.63607745	0
710	1.63590373	0
715	1.63573364	0
720	1.63556709	0
725	1.63540397	0
730	1.63524419	0
735	1.63508766	0
740	1.6349343	0
745	1.63478401	0
750	1.63463671	0
755	1.63449233	0
760	1.6343508	0
765	1.63421203	0
770	1.63407595	0
775	1.6339425	0
780	1.6338116	0
785	1.6336832	0
790	1.63355723	0
795	1.63343363	0
800	1.63331234	0
805	1.63319331	0
810	1.63307647	0
815	1.63296177	0
820	1.63284917	0
825	1.6327386	0
830	1.63263003	0
835	1.63252341	0
840	1.63241868	0
845	1.6323158	0
850	1.63221474	0
855	1.63211544	0
860	1.63201787	0
865	1.63192199	0
870	1.63182776	0
875	1.63173513	0
880	1.63164409	0
885	1.63155458	0
890	1.63146657	0
895	1.63138003	0
900	1.63129494	0
905	1.63121125	0
910	1.63112893	0
915	1.63104797	0
920	1.63096831	0
925	1.63088995	0
930	1.63081285	0
935	1.63073698	0
940	1.63066231	0
945	1.63058883	0
950	1.63051651	0
955	1.63044532	0
960	1.63037524	0
965	1.63030624	0
970	1.63023831	0
975	1.63017143	0
980	1.63010556	0
985	1.63004069	0
990	1.62997681	0
995	1.62991388	0
1000	1.6298519	0
